Constituency_Tree,Named_Entities,POS_Tags,Semantic_Roles,Sentence,SentenceID
"[u'(TOP (S (PP (TO To) (NP (NP (DT the) (JJ evolutionary) (NN history)) (PP (IN of) (NP (DT a) (NN language) (NN family))))) (, ,) (NP (DT a) (JJ genetic) (`` `) (NN tree) (NN model)) (`` `) (VP (VBZ is) (VP (VBN considered) (JJ appropriate) (SBAR (ADVP (RB especially)) (IN if) (S (NP (NNS communities)) (VP (VBP do) (RB not) (VP (VB remain) (PP (IN in) (NP (JJ effective) (NN contact))) (SBAR (IN as) (S (NP (PRP$ their) (NNS languages)) (VP (VB diverge)))))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'TO', u'DT', u'JJ', u'NN', u'IN', u'DT', u'NN', u'NN', u',', u'DT', u'JJ', u'``', u'NN', u'NN', u'``', u'VBZ', u'VBN', u'JJ', u'RB', u'IN', u'NNS', u'VBP', u'RB', u'VB', u'IN', u'JJ', u'NN', u'IN', u'PRP$', u'NNS', u'VBP', u'.']]","[[u'16-16/considered[AM-ADV=0-7/To_the_evolutionary_history_of_a_language_family, A1=9-13/a_genetic_`_tree_model]', u'23-23/remain[A1=20-20/communities, AM-NEG=22-22/not, A3=24-26/in_effective_contact, AM-TMP=27-30/as_their_languages_diverge]', u'30-30/diverge[A1=28-29/their_languages]']]","To the evolutionary history of a language family, a genetic ' tree model ' is considered appropriate especially if communities do not remain in effective contact as their languages diverge.",a6f08a7b-5f21-4fe5-8bf1-074227266829
[u'(TOP (S (NP (NP (DT The) (NN setting)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (JJ sedimentary) (NN rock)) (VP (NNS forms))))) (VP (VBZ is) (VP (VBN called) (S (NP (DT the) (JJ sedimentary) (NN environment))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'VBG', u'IN', u'WDT', u'DT', u'JJ', u'NN', u'NNS', u'VBZ', u'VBN', u'DT', u'JJ', u'NN', u'.']]","[[u'9-9/called[A1=0-7/The_setting_in_which_a_sedimentary_rock_forms, A2=10-12/the_sedimentary_environment]']]",The setting in which a sedimentary rock forms is called the sedimentary environment.,fbb0e7c3-b56d-4384-860e-f694e0b79dc1
[u'(TOP (S (NP (PRP They)) (VP (VBD arose) (PP (IN from) (PP (IN among) (NP (NP (DT the) (NN shugo)) (PP (IN during) (NP (DT the) (NNP Muromachi) (NN period))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'PRP', u'VBD', u'IN', u'IN', u'DT', u'NN', u'IN', u'DT', u'NNP', u'NN', u'.']]","[[u'1-1/arose[A1=0-0/They, A2=2-9/from_among_the_shugo_during_the_Muromachi_period]']]",They arose from among the shugo during the Muromachi period .,a8bac03d-d4d5-4dae-b654-fbea82fda90c
[u'(TOP (S (NP (NP (DT The) (JJ large) (NN scale) (NN production)) (PP (IN of) (NP (NNS chemicals)))) (VP (VBD was) (NP (NP (DT an) (JJ important) (NN development)) (PP (IN during) (NP (DT the) (NNP Industrial) (NNP Revolution))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 21, u'Offset': 80}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'JJ', u'NN', u'NN', u'IN', u'NNS', u'VBD', u'DT', u'JJ', u'NN', u'IN', u'DT', u'NNP', u'NNP', u'.']]","[[u'6-6/was[A1=0-5/The_large_scale_production_of_chemicals, A1=7-13/an_important_development_during_the_Industrial_Revolution]']]",The large scale production of chemicals was an important development during the Industrial Revolution.,29d9be01-5a9d-423e-832d-710e9d4330c2
"[u'(TOP (S (NP (DT This)) (VP (VBD was) (NP (NP (DT the) (JJS largest) (JJ civil) (NN engineering) (NN task)) (PP (IN in) (NP (NN history)))) (, ,) (PP (VBG involving) (NP (NP (DT a) (NN quarter)) (PP (IN of) (NP (DT a) (CD million) (NN construction) (NNS workers))) (SBAR (WHNP (WP who)) (S (NP (DT all)) (VP (VBD reached) (NP (NP (PRP$ their) (JJ official) (NN lifetime) (NNS limits)) (PP (IN of) (NP (NN radiation)))))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'VBD', u'DT', u'JJS', u'JJ', u'NN', u'NN', u'IN', u'NN', u',', u'VBG', u'DT', u'NN', u'IN', u'DT', u'CD', u'NN', u'NNS', u'WP', u'DT', u'VBD', u'PRP$', u'JJ', u'NN', u'NNS', u'IN', u'NN', u'.']]","[[u'10-10/involving[A2=2-8/the_largest_civil_engineering_task_in_history, A1=11-26/a_quarter_of_a_million_construction_workers_who_all_reached_their_official_lifetime_limits_of_radiation]', u'20-20/reached[A0=11-12/a_quarter, R-A0=18-18/who, A0=19-19/all, A1=21-26/their_official_lifetime_limits_of_radiation]']]","This was the largest civil engineering task in history, involving a quarter of a million construction workers who all reached their official lifetime limits of radiation.",2ebf9ba1-1b1c-4e2e-abdc-58fab97b7b6c
"[u'(TOP (S (NP (DT The) (NNP European) (NNP Union)) (VP (VBZ has) (VP (VBN banned) (NP (NP (NP (DT all) (NN use)) (PP (IN of) (NP (NN asbestos) (CC and) (NN extraction))) (, ,) (VB manufacture) (CC and) (NP (NN processing))) (PP (IN of) (NP (NN asbestos) (NNS products)))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 14, u'Offset': 4}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NNP', u'NNP', u'VBZ', u'VBN', u'DT', u'NN', u'IN', u'NN', u'CC', u'NN', u',', u'NN', u'CC', u'NN', u'IN', u'NN', u'NNS', u'.']]","[[u'4-4/banned[A0=0-2/The_European_Union, A1=5-17/all_use_of_asbestos_and_extraction_,_manufacture_and_processing_of_asbestos_products]', u'12-12/manufacture[A0=0-2/The_European_Union, A1=5-6/all_use, A1=7-10/of_asbestos_and_extraction, A1=14-14/processing]']]","The European Union has banned all use of asbestos and extraction, manufacture and processing of asbestos products.",0a0b6f25-25a1-4e06-b969-c19b04a9a598
[u'(TOP (S (NP (DT The) (NNP Great) (NNP Barrier) (NNP Reef) (NNP Marine) (NNP Park)) (VP (VBZ does) (RB not) (VP (VB include) (NP (DT the) (JJ entire) (NNP Great) (NNP Barrier) (NNP Reef) (NNP Province)))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 30, u'Offset': 4}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 27, u'Offset': 63}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NNP', u'NNP', u'NNP', u'NNP', u'NNP', u'VBZ', u'RB', u'VB', u'DT', u'JJ', u'NNP', u'NNP', u'NNP', u'NNP', u'.']]","[[u'8-8/include[A2=0-5/The_Great_Barrier_Reef_Marine_Park, AM-NEG=7-7/not, A1=9-14/the_entire_Great_Barrier_Reef_Province]']]",The Great Barrier Reef Marine Park does not include the entire Great Barrier Reef Province.,e40210d0-b2ec-4080-91be-bb811a14836c
[u'(TOP (S (NP (DT The) (JJ few) (NNS objects)) (VP (VBD were) (VP (VBN found) (PP (IN at) (NP (NNP Changsha) (CC and) (NNP Nanjing))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 8, u'Offset': 30}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 43}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'JJ', u'NNS', u'VBD', u'VBN', u'IN', u'NNP', u'CC', u'NNP', u'.']]","[[u'4-4/found[A1=0-2/The_few_objects, AM-LOC=5-8/at_Changsha_and_Nanjing]']]",The few objects were found at Changsha and Nanjing.,ae11d867-380c-4294-aff4-68be0a2ad7ef
[u'(TOP (S (S (NP (DT This) (NN famine)) (VP (VBD was) (NP (NP (DT a) (JJ direct) (NN cause)) (PP (IN of) (NP (NP (DT the) (NN death)) (PP (IN of) (NP (QP (DT some) (CD 30) (CD million)) (JJ Chinese) (NNS peasants))) (PP (IN between) (NP (NP (CD 1959)) (CC and) (NP (CD 1962))))))))) (CC and) (S (NP (NP (IN about) (DT the) (JJ same) (NN number)) (PP (IN of) (NP (NNS births)))) (VP (VBD were) (VP (VBN lost) (CC or) (VBN postponed)))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'VBD', u'DT', u'JJ', u'NN', u'IN', u'DT', u'NN', u'IN', u'DT', u'CD', u'CD', u'JJ', u'NNS', u'IN', u'CD', u'CC', u'CD', u'CC', u'RB', u'DT', u'JJ', u'NN', u'IN', u'NNS', u'VBD', u'VBN', u'CC', u'VBN', u'.']]","[[u'2-2/was[A1=0-1/This_famine, A1=3-18/a_direct_cause_of_the_death_of_some_30_million_Chinese_peasants_between_1959_and_1962]', u'29-29/postponed[A1=20-25/about_the_same_number_of_births]']]",This famine was a direct cause of the death of some 30 million Chinese peasants between 1959 and 1962 and about the same number of births were lost or postponed.,dadc3731-b1b8-4585-a02a-c120de32ac38
"[u'(TOP (S (ADVP (RB However)) (, ,) (NP (EX there)) (ADVP (RB still)) (VP (VBZ exists) (NP (NP (DT a) (JJ great) (NN deal)) (PP (IN of) (NP (ADJP (JJ social) (CC and) (JJ scientific)) (NN uncertainty))) (VP (VBG surrounding) (NP (NP (NP (NP (JJ stem) (NN cell) (NN research)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (MD could) (ADVP (RB possibly)) (VP (VB be) (VP (VBN overcome) (PP (IN through) (NP (NP (JJ public) (NN debate)) (CC and) (NP (JJ future) (NN research))))))))) (, ,)) (CC and) (NP (JJ further) (NN education))) (PP (IN of) (NP (DT the) (NN public))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 0}], u'Len': 0, u'Offset': 0}]","[[u'RB', u',', u'EX', u'RB', u'VBZ', u'DT', u'JJ', u'NN', u'IN', u'JJ', u'CC', u'JJ', u'NN', u'VBG', u'NN', u'NN', u'NN', u',', u'WDT', u'MD', u'RB', u'VB', u'VBN', u'IN', u'JJ', u'NN', u'CC', u'JJ', u'NN', u',', u'CC', u'JJ', u'NN', u'IN', u'DT', u'JJ', u'.']]","[[u'4-4/exists[AM-DIS=0-0/However, A0=2-2/there, AM-TMP=3-3/still, A1=5-35/a_great_deal_of_social_and_scientific_uncertainty_surrounding_stem_cell_research_,_which_could_possibly_be_overcome_through_public_debate_and_future_research_,_and_further_education_of_the_public]', u'13-13/surrounding[A2=5-7/a_great_deal, A2=14-35/stem_cell_research_,_which_could_possibly_be_overcome_through_public_debate_and_future_research_,_and_further_education_of_the_public]', u'22-22/overcome[A1=14-16/stem_cell_research, R-A1=18-18/which, AM-MOD=19-19/could, AM-ADV=20-20/possibly, AM-MNR=23-28/through_public_debate_and_future_research]']]","However, there still exists a great deal of social and scientific uncertainty surrounding stem cell research, which could possibly be overcome through public debate and future research, and further education of the public.",a98e9a84-757a-401a-8663-29a97e83e116
"[u""(TOP (S (NP (DT This)) (VP (VBZ is) (NP (DT a) (NN family) (VBP show))) (. !) ('' ')))""]","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'VBZ', u'DT', u'NN', u'NN', u'.', u""''""]]","[[u'1-1/is[A0=0-0/This, A1=2-4/a_family_show]', u'4-4/show[A1=0-0/This, A1=3-3/family]']]",This is a family show!',85d7d60b-79bb-48b9-90d7-1b2544478ef7
"[u'(TOP (S (NP (PRP He)) (VP (VBZ is) (NP (NP (DT a) (NN warrior)) (, ,) (NP (NP (DT a) (NN man)) (PP (IN of) (NP (NN action)))) (, ,) (SBAR (WHPP (IN for) (WHNP (WP whom))) (S (NP (NP (DT the) (NN path)) (PP (IN of) (NP (NN action))) (, ,) (NP (NNP Karma) (NNP Yoga)) (, ,)) (VP (VBZ is) (ADJP (RBR more) (JJ appropriate))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 10, u'Offset': 63}], u'Len': 0, u'Offset': 0}]","[[u'PRP', u'VBZ', u'DT', u'NN', u',', u'DT', u'NN', u'IN', u'NN', u',', u'IN', u'WP', u'DT', u'NN', u'IN', u'NN', u',', u'NNP', u'NNP', u',', u'VBZ', u'RBR', u'JJ', u'.']]","[[u'1-1/is[A0=0-0/He, A1=2-22/a_warrior_,_a_man_of_action_,_for_whom_the_path_of_action_,_Karma_Yoga_,_is_more_appropriate]', u'20-20/is[A1=2-3/a_warrior, C-A0=5-8/a_man_of_action, A1=12-19/the_path_of_action_,_Karma_Yoga_,, C-A1=21-22/more_appropriate]']]","He is a warrior, a man of action, for whom the path of action, Karma Yoga, is more appropriate.",c682a3d9-9033-471c-9eb6-ac512db3e3f9
[u'(TOP (S (NP (JJS Most)) (VP (MD can) (VP (VB be) (VP (VBN divided) (PP (IN into) (NP (NP (NP (CD two) (JJ broad) (NNS areas)) (: :) (NP (NN quality) (NNS theories))) (PP (IN of) (NP (NP (NP (NN inflation)) (CC and) (NP (NN quantity) (NNS theories))) (PP (IN of) (NP (NN inflation)))))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'JJS', u'MD', u'VB', u'VBN', u'IN', u'CD', u'JJ', u'NNS', u':', u'NN', u'NNS', u'IN', u'NN', u'CC', u'NN', u'NNS', u'IN', u'NN', u'.']]","[[u'3-3/divided[A1=0-0/Most, AM-MOD=1-1/can, A2=4-17/into_two_broad_areas_:_quality_theories_of_inflation_and_quantity_theories_of_inflation]']]",Most can be divided into two broad areas: quality theories of inflation and quantity theories of inflation.,032d9791-dfe2-41a2-baa8-a656fff4f371
"[u'(TOP (S (S (NP (DT This) (NN decision) (NN device)) (VP (MD may) (VP (VB be) (NP (NP (DT an) (NN operator)) (PP (IN with) (NP (NP (NNS headphones)) (CC or) (NP (DT a) (NN display)))))))) (, ,) (CC or) (S (PP (IN in) (NP (ADJP (RBR more) (JJ sophisticated)) (NNS sonars))) (NP (DT this) (NN function)) (VP (MD may) (VP (VB be) (VP (VBN carried) (PRT (RP out)) (PP (IN by) (NP (NN software))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'NN', u'MD', u'VB', u'DT', u'NN', u'IN', u'NNS', u'CC', u'DT', u'NN', u',', u'CC', u'IN', u'JJR', u'JJ', u'NNS', u'DT', u'NN', u'MD', u'VB', u'VBN', u'RP', u'IN', u'NN', u'.']]","[[u'4-4/be[A0=0-2/This_decision_device, AM-MOD=3-3/may, A1=5-11/an_operator_with_headphones_or_a_display]', u'22-22/carried[AM-LOC=14-17/in_more_sophisticated_sonars, A1=18-19/this_function, AM-MOD=20-20/may, A0=24-25/by_software]']]","This decision device may be an operator with headphones or a display, or in more sophisticated sonars this function may be carried out by software.",fbcb60e0-2201-4a24-a382-e769b2acc294
"[u'(TOP (S (PP (IN In) (NP (NN addition))) (, ,) (NP (NNP Euler)) (VP (VP (VBD elaborated) (NP (NP (DT the) (NN theory)) (PP (IN of) (NP (JJR higher) (NN transcendental) (NNS functions)))) (PP (IN by) (S (VP (VBG introducing) (NP (DT the) (NN gamma) (NN function)))))) (CC and) (VP (VBD introduced) (NP (NP (DT a) (JJ new) (NN method)) (PP (IN for) (VP (VBG solving) (NP (JJ quartic) (NNS equations))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 5, u'Offset': 13}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'NN', u',', u'NNP', u'VBD', u'DT', u'NN', u'IN', u'JJR', u'JJ', u'NNS', u'IN', u'VBG', u'DT', u'NN', u'NN', u'CC', u'VBD', u'DT', u'JJ', u'NN', u'IN', u'VBG', u'JJ', u'NNS', u'.']]","[[u'4-4/elaborated[AM-DIS=0-1/In_addition, A0=3-3/Euler, A1=5-10/the_theory_of_higher_transcendental_functions, AM-MNR=11-15/by_introducing_the_gamma_function]', u'12-12/introducing[A0=3-3/Euler, A1=13-15/the_gamma_function]', u'17-17/introduced[AM-DIS=0-1/In_addition, A0=3-3/Euler, A1=18-24/a_new_method_for_solving_quartic_equations]', u'22-22/solving[A1=23-24/quartic_equations]']]","In addition, Euler elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving quartic equations .",5ac463be-6200-45d3-9594-884fcaae2dd1
"[u""(TOP (S (NP (DT This)) (VP (VBZ includes) (S (VP (VP (VBG greeting) (NP (NNS others)) (PP (IN with) (FRAG (`` `) (JJ as-salamu) (JJ `alaykum) (`` `) (PRN (-LRB- -LRB-) (`` `) (S (NP (NN peace)) (VP (VB be) (ADJP (JJ unto) (PRP you)))) ('' ') (-RRB- -RRB-)) (, ,) (S (VP (VBG saying) (JJ bismillah))) (PRN (-LRB- -LRB-) (`` `) (PP (IN in) (NP (NP (DT the) (NN name)) (PP (IN of) (NP (NNP God))))) (`` `)) (-RRB- -RRB-))) (SBAR (IN before) (NNS meals))) (, ,) (CC and) (VP (VBG using) (NP (NP (RB only) (DT the) (JJ right) (NN hand)) (PP (IN for) (NP (NN eating) (CC and) (NN drinking)))))))) (. .)))""]","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'VBZ', u'VBG', u'NNS', u'IN', u'``', u'JJ', u'NN', u'``', u'-LRB-', u'``', u'NN', u'VB', u'IN', u'PRP', u""''"", u'-RRB-', u',', u'VBG', u'NN', u'-LRB-', u'``', u'IN', u'DT', u'NN', u'IN', u'NNP', u'``', u'-RRB-', u'IN', u'NNS', u',', u'CC', u'VBG', u'RB', u'DT', u'JJ', u'NN', u'IN', u'VBG', u'CC', u'VBG', u'.']]","[[u""2-2/greeting[A0=0-0/This, A1=3-3/others, AM-MNR=4-28/with_`_as-salamu_`alaykum_`_-LRB-_`_peace_be_unto_you_'_-RRB-_,_saying_bismillah_-LRB-_`_in_the_name_of_God_`_-RRB-, AM-TMP=29-30/before_meals]"", u'12-12/be[A1=11-11/peace, A1=13-14/unto_you]', u'18-18/saying[]', u'33-33/using[A0=0-0/This, A1=34-41/only_the_right_hand_for_eating_and_drinking]']]","This includes greeting others with ' as-salamu `alaykum ' ('peace be unto you'), saying bismillah ('in the name of God ') before meals, and using only the right hand for eating and drinking.",373a7ab6-e022-4a1a-8e1b-df0dc9d8956d
"[u'(TOP (S (ADVP (RB Subsequently)) (, ,) (NP (JJ many) (JJ microcredit) (NNS institutions)) (VP (VBP have) (VP (VBN used) (NP (NP (DT the) (NN goal)) (PP (IN of) (NP (JJ empowering) (NNS women)))) (S (VP (TO to) (VP (VB justify) (NP (PRP$ their) (JJ disproportionate) (NNS loans)) (PP (TO to) (NP (NNS women)))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'RB', u',', u'JJ', u'NN', u'NNS', u'VBP', u'VBN', u'DT', u'NN', u'IN', u'VBG', u'NNS', u'TO', u'VB', u'PRP$', u'JJ', u'NNS', u'TO', u'NNS', u'.']]","[[u'6-6/used[AM-ADV=0-0/Subsequently, A0=2-4/many_microcredit_institutions, A1=7-11/the_goal_of_empowering_women, A2=12-18/to_justify_their_disproportionate_loans_to_women]', u'13-13/justify[A0=2-4/many_microcredit_institutions, A1=14-16/their_disproportionate_loans, A2=17-18/to_women]']]","Subsequently, many microcredit institutions have used the goal of empowering women to justify their disproportionate loans to women.",d8937d14-6566-44cb-b745-40cf900cb8ca
"[u'(TOP (S (NP (NN Today)) (, ,) (NP (NN ke)) (VP (VBZ is) (ADVP (RB often)) (VP (VBN used) (S (VP (TO to) (VP (VB refer) (PP (TO to) (NP (NP (DT a) (NN quarter)) (PP (IN of) (NP (DT an) (NN hour)))))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NN', u',', u'VBP', u'VBZ', u'RB', u'VBN', u'TO', u'VB', u'TO', u'DT', u'NN', u'IN', u'DT', u'NN', u'.']]","[[u'5-5/used[AM-TMP=0-0/Today, A1=2-2/ke, AM-TMP=4-4/often, A2=6-13/to_refer_to_a_quarter_of_an_hour]', u'7-7/refer[AM-TMP=0-0/Today, A0=2-2/ke, A1=8-13/to_a_quarter_of_an_hour]']]","Today, ke is often used to refer to a quarter of an hour.",2fd4ce6c-2688-42e8-8150-939ceec42d83
[u'(TOP (S (SBAR (IN While) (S (NP (JJ many) (NN alternative) (NNS treatments)) (VP (VBP are) (VP (VBN used) (EX there))))) (VP (VBZ is) (NP (JJ insufficient) (JJ scientific) (NN evidence) (S (VP (TO to) (VP (VB support) (NP (NP (DT the) (NN use)) (PP (IN of) (NP (JJS most))))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'IN', u'JJ', u'JJ', u'NNS', u'VBP', u'VBN', u'EX', u'VBZ', u'JJ', u'JJ', u'NN', u'TO', u'VB', u'DT', u'NN', u'IN', u'JJS', u'.']]","[[u'5-5/used[A1=1-3/many_alternative_treatments]', u'7-7/is[AM-ADV=0-6/While_many_alternative_treatments_are_used_there, A1=8-16/insufficient_scientific_evidence_to_support_the_use_of_most]', u'12-12/support[A1=13-16/the_use_of_most]']]",While many alternative treatments are used there is insufficient scientific evidence to support the use of most.,4b2083a8-37b0-4247-8c48-df8a7108c2ba
"[u'(TOP (S (NP (EX There)) (VP (VBZ is) (NP (NP (NN debate)) (PP (IN over) (SBAR (WRB how) (, ,) (CC and) (SBAR (IN whether) (, ,) (S (NP (NNP Taoism)) (VP (MD should) (VP (VB be) (VBN categorized))))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 6, u'Offset': 39}], u'Len': 0, u'Offset': 0}]","[[u'EX', u'VBZ', u'NN', u'IN', u'WRB', u',', u'CC', u'IN', u',', u'NNP', u'MD', u'VB', u'VBN', u'.']]","[[u'1-1/is[A0=0-0/There, A1=2-12/debate_over_how_,_and_whether_,_Taoism_should_be_categorized]', u'11-11/be[A0=9-9/Taoism, AM-MOD=10-10/should]']]","There is debate over how, and whether, Taoism should be categorized.",ab715833-aa02-42d2-8ee3-5baa9b601342
"[u'(TOP (S (CC So) (PP (IN in) (NP (DT the) (JJ last) (NN decade) (CC or) (CD two))) (, ,) (NP (PRP we)) (VP (VBP have) (VP (VBN seen) (NP (NP (DT the) (NN shift)) (PP (IN of) (NP (NN development) (NN discourse))) (PP (PP (IN from) (NP (NP (JJ \u201cbasic) (NNS needs\u201d)) (CC or) (NP (NN welfare) (NNS approaches)))) (PP (TO to) (NP (NP (NN poverty)) (ADJP (JJ alleviation) (PP (TO to) (NP (NP (DT an) (JJ alternative) (NN approach)) (VP (VBG using) (NP (NP (JJ social) (NN capital)) (VP (VBN manifested) (PP (IN in) (NP (NP (JJ social) (NNS networks)) (CC and) (NP (NN associational) (NN life)))) (PP (IN as) (NP (NP (NNS resources)) (SBAR (WHNP (WDT that)) (S (VP (MD could) (VP (VB fuel) (NP (NN development)) (PP (IN from) (NP (DT the) (NN bottom) (RP up))))))))))))))))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 83}], u'Len': 0, u'Offset': 0}]","[[u'RB', u'IN', u'DT', u'JJ', u'NN', u'CC', u'CD', u',', u'PRP', u'VBP', u'VBN', u'DT', u'NN', u'IN', u'NN', u'NN', u'IN', u'JJ', u'NN', u'CC', u'NN', u'NNS', u'TO', u'NN', u'NN', u'TO', u'DT', u'JJ', u'NN', u'VBG', u'JJ', u'NN', u'VBN', u'IN', u'JJ', u'NNS', u'CC', u'JJ', u'NN', u'IN', u'NNS', u'WDT', u'MD', u'VB', u'NN', u'IN', u'DT', u'NN', u'RB', u'.']]","[[u'10-10/seen[AM-DIS=0-0/So, AM-TMP=1-6/in_the_last_decade_or_two, A0=8-8/we, A1=11-48/the_shift_of_development_discourse_from_\u201cbasic_needs\u201d_or_welfare_approaches_to_poverty_alleviation_to_an_alternative_approach_using_social_capital_manifested_in_social_networks_and_associational_life_as_resources_that_could_fuel_development_from_the_bottom_up]', u'29-29/using[A0=26-28/an_alternative_approach, A1=30-48/social_capital_manifested_in_social_networks_and_associational_life_as_resources_that_could_fuel_development_from_the_bottom_up]', u'32-32/manifested[A1=30-31/social_capital, A2=33-38/in_social_networks_and_associational_life, A2=39-48/as_resources_that_could_fuel_development_from_the_bottom_up]', u'43-43/fuel[A2=40-40/resources, R-A2=41-41/that, AM-MOD=42-42/could, A1=44-44/development, A2=45-48/from_the_bottom_up]']]","So in the last decade or two, we have seen the shift of development discourse from “basic needs” or welfare approaches to poverty alleviation to an alternative approach using social capital manifested in social networks and associational life as resources that could fuel development from the bottom up .",f9e98441-bd75-480f-8e96-68c33beaa783
[u'(TOP (S (NP (PRP He)) (ADVP (RB also)) (VP (VBD wrote) (NP (NNP Dos) (NNP Canciones) (NNP \xe0) (NNP la) (NNP Armada) (NNP Invencible))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 13, u'Offset': 14}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 17, u'Offset': 33}], u'Len': 0, u'Offset': 0}]","[[u'PRP', u'RB', u'VBD', u'NNP', u'NNP', u'POS', u'NN', u'NNP', u'NNP', u'.']]","[[u'2-2/wrote[A0=0-0/He, AM-DIS=1-1/also, A1=3-8/Dos_Canciones_\xe0_la_Armada_Invencible]']]",He also wrote Dos Canciones à la Armada Invencible.,22ddd459-3798-408c-88b6-cb4bc1a0cc99
"[u'(TOP (S (NP (NN Evidence)) (ADVP (RB also)) (VP (VBZ indicates) (NP (JJ human) (NN habitation)) (PP (IN in) (NP (NP (DT the) (JJ southwestern) (NN corner)) (PP (IN of) (NP (NNP Egypt))))) (, ,) (PP (IN near) (NP (DT the) (NNP Sudan) (NN border))) (, ,) (PP (IN before) (NP (CD 8000) (NNS BC)))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 5, u'Offset': 71}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 2, u'Offset': 113}], u'Len': 0, u'Offset': 0}]","[[u'NN', u'RB', u'VBZ', u'JJ', u'NN', u'IN', u'DT', u'JJ', u'NN', u'IN', u'NNP', u',', u'IN', u'DT', u'NNP', u'NN', u',', u'IN', u'CD', u'NNP', u'.']]","[[u'2-2/indicates[A0=0-0/Evidence, AM-DIS=1-1/also, A1=3-4/human_habitation, AM-LOC=5-10/in_the_southwestern_corner_of_Egypt, AM-LOC=12-15/near_the_Sudan_border, AM-TMP=17-19/before_8000_BC]']]","Evidence also indicates human habitation in the southwestern corner of Egypt, near the Sudan border, before 8000 BC.",10e8669e-e9f8-4239-9413-89c441d509bc
"[u'(TOP (S (S (NP (DT The) (NNP US)) (VP (VBD entered) (NP (DT a) (NN recession)) (PP (IN at) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (CD 2007))))))) (, ,) (CC and) (S (NP (CD 2008)) (VP (VBD saw) (S (NP (JJ many) (JJ other) (NNS nations)) (VP (VB follow) (NP (NN suit)))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 2, u'Offset': 4}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NNP', u'VBD', u'DT', u'NN', u'IN', u'DT', u'NN', u'IN', u'CD', u',', u'CC', u'CD', u'VBD', u'JJ', u'JJ', u'NNS', u'VBP', u'NN', u'.']]","[[u'2-2/entered[A0=0-1/The_US, A1=3-4/a_recession, AM-TMP=5-9/at_the_end_of_2007]', u'17-17/follow[A0=14-16/many_other_nations, A1=18-18/suit]']]","The US entered a recession at the end of 2007, and 2008 saw many other nations follow suit.",c14917d2-2d29-440e-bdbe-4b7c68bcc299
